date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:42	26132/26132	---MCZ	200	added ('OK')	text/html	etag:W/%226443db84-6614%22	http://solonick.kwst.net/site/contacts.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/contacts.html	(from http://solonick.kwst.net/site/index3.html)
10:05:42	38246/38246	---MCZ	200	added ('OK')	text/html	etag:W/%226443db84-9566%22	http://solonick.kwst.net/site/blog.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/blog.html	(from http://solonick.kwst.net/site/index3.html)
10:05:43	33139/33139	---MCZ	200	added ('OK')	text/html	etag:W/%226443dbb2-8173%22	http://solonick.kwst.net/site/services2.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/services2.html	(from http://solonick.kwst.net/site/index3.html)
10:05:43	40546/40546	---MCZ	200	added ('OK')	text/html	etag:W/%226443db84-9e62%22	http://solonick.kwst.net/site/blog-single.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/blog-single.html	(from http://solonick.kwst.net/site/index3.html)
10:05:43	24625/24625	---MCZ	200	added ('OK')	text/html	etag:W/%226443dbb2-6031%22	http://solonick.kwst.net/site/team.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/team.html	(from http://solonick.kwst.net/site/index3.html)
10:05:43	22291/22291	---MCZ	200	added ('OK')	text/html	etag:W/%226443dbb2-5713%22	http://solonick.kwst.net/site/team-single.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/team-single.html	(from http://solonick.kwst.net/site/index3.html)
10:05:44	4617/4617	---MCZ	200	added ('OK')	text/html	etag:W/%2265d352d2-1209%22	http://solonick.kwst.net/site/coming-soon.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/coming-soon.html	(from http://solonick.kwst.net/site/index3.html)
10:05:44	16223/16223	---MCZ	200	added ('OK')	text/html	etag:W/%226443db84-3f5f%22	http://solonick.kwst.net/site/404.html	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/404.html	(from http://solonick.kwst.net/site/index3.html)
10:05:49	51816/51816	---M--	200	added ('OK')	image/jpeg	etag:%225ab508ea-ca68%22	http://solonick.kwst.net/site/images/all/1.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/all/1.jpg	(from http://solonick.kwst.net/site/index3.html)
10:05:55	66169/66169	---M--	200	added ('OK')	image/jpeg	etag:%225ab4dc0c-10279%22	http://solonick.kwst.net/site/images/all/8.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/all/8.jpg	(from http://solonick.kwst.net/site/index3.html)
10:05:57	78819/78819	---M--	200	added ('OK')	image/jpeg	etag:%225a9163d4-133e3%22	http://solonick.kwst.net/site/images/all/4.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/all/4.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:09	152028/152028	---M--	200	added ('OK')	image/jpeg	etag:%225a916d92-251dc%22	http://solonick.kwst.net/site/images/all/6.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/all/6.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:09	123173/123173	---M--	200	added ('OK')	image/jpeg	etag:%225a900496-1e125%22	http://solonick.kwst.net/site/images/all/2.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/all/2.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:14	111195/111195	---M--	200	added ('OK')	image/jpeg	etag:%225d2ac7f7-1b25b%22	http://solonick.kwst.net/site/images/folio/web/slider/4.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/web/slider/4.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:19	147650/147650	---M--	200	added ('OK')	image/jpeg	etag:%225d2acab3-240c2%22	http://solonick.kwst.net/site/images/folio/web/slider/3.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/web/slider/3.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:19	29186/29186	---M--	200	added ('OK')	image/jpeg	etag:%225d2acb65-7202%22	http://solonick.kwst.net/site/images/folio/web/slider/5.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/web/slider/5.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:21	8959/8959	---M--	200	added ('OK')	image/jpeg	etag:%225a969a3e-22ff%22	http://solonick.kwst.net/site/images/avatar/1.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/avatar/1.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:21	71349/71349	---M--	200	added ('OK')	image/jpeg	etag:%225a997b80-116b5%22	http://solonick.kwst.net/site/images/folio/web/slider/2.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/web/slider/2.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:22	12382/12382	---M--	200	added ('OK')	image/jpeg	etag:%225a969a46-305e%22	http://solonick.kwst.net/site/images/avatar/2.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/avatar/2.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:24	18392/18392	---M--	200	added ('OK')	image/jpeg	etag:%225a969a68-47d8%22	http://solonick.kwst.net/site/images/avatar/3.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/avatar/3.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:24	13401/13401	---M--	200	added ('OK')	image/jpeg	etag:%225a969a7e-3459%22	http://solonick.kwst.net/site/images/avatar/4.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/avatar/4.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:25	17912/17912	---M--	200	added ('OK')	image/png	etag:%225a94220a-45f8%22	http://solonick.kwst.net/site/images/clients/1.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/clients/1.png	(from http://solonick.kwst.net/site/index3.html)
10:06:26	13460/13460	---M--	200	added ('OK')	image/png	etag:%225a942214-3494%22	http://solonick.kwst.net/site/images/clients/3.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/clients/3.png	(from http://solonick.kwst.net/site/index3.html)
10:06:27	18247/18247	---M--	200	added ('OK')	image/png	etag:%225a94220e-4747%22	http://solonick.kwst.net/site/images/clients/2.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/clients/2.png	(from http://solonick.kwst.net/site/index3.html)
10:06:27	15552/15552	---M--	200	added ('OK')	image/png	etag:%225a94221c-3cc0%22	http://solonick.kwst.net/site/images/clients/4.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/clients/4.png	(from http://solonick.kwst.net/site/index3.html)
10:06:29	17892/17892	---M--	200	added ('OK')	image/png	etag:%225a942220-45e4%22	http://solonick.kwst.net/site/images/clients/5.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/clients/5.png	(from http://solonick.kwst.net/site/index3.html)
10:06:31	28178/28178	---MCZ	200	added ('OK')	application/javascript	etag:W/%226443da0e-6e12%22	http://solonick.kwst.net/site/js/scripts.js	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/js/scripts.js	(from http://solonick.kwst.net/site/index3.html)
10:06:32	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261629e49-15d84%22	http://solonick.kwst.net/site/js/jquery.min.js	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/js/jquery.min.js	(from http://solonick.kwst.net/site/index3.html)
10:06:33	159537/159537	---M--	200	added ('OK')	image/jpeg	etag:%225d2acab4-26f31%22	http://solonick.kwst.net/site/images/folio/web/slider/1.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/folio/web/slider/1.jpg	(from http://solonick.kwst.net/site/index3.html)
10:06:38	234300/234300	---MCZ	200	added ('OK')	application/javascript	etag:W/%226443da22-3933c%22	http://solonick.kwst.net/site/js/plugins.js	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/js/plugins.js	(from http://solonick.kwst.net/site/index3.html)
10:06:40	54580/54580	---M--	200	added ('OK')	font/woff2	etag:%225aba875a-d534%22	http://solonick.kwst.net/site/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-brands-400.woff2	(from http://solonick.kwst.net/site/css/plugins.css)
10:06:44	63904/63904	---M--	200	added ('OK')	font/woff	etag:%225aba875a-f9a0%22	http://solonick.kwst.net/site/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-brands-400.woff	(from http://solonick.kwst.net/site/css/plugins.css)
10:06:49	98940/98940	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-1827c%22	http://solonick.kwst.net/site/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-brands-400.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:06:50	509405/509405	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225aba875a-7c5dd%22	http://solonick.kwst.net/site/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-brands-400.svg	(from http://solonick.kwst.net/site/css/plugins.css)
10:06:57	98940/98940	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-1827c%22	http://solonick.kwst.net/site/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-brands-400d41d.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:06:59	98704/98704	---M--	200	added ('OK')	application/octet-stream	etag:%225aba875a-18190%22	http://solonick.kwst.net/site/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-brands-400.ttf	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:09	73468/73468	---M--	200	added ('OK')	font/woff2	etag:%225aba875a-11efc%22	http://solonick.kwst.net/site/fonts/fa-light-300.woff2	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-light-300.woff2	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:15	95280/95280	---M--	200	added ('OK')	font/woff	etag:%225aba875a-17430%22	http://solonick.kwst.net/site/fonts/fa-light-300.woff	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-light-300.woff	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:26	776952/776952	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225aba875a-bdaf8%22	http://solonick.kwst.net/site/fonts/fa-light-300.svg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-light-300.svg	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:28	210360/210360	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-335b8%22	http://solonick.kwst.net/site/fonts/fa-light-300.eot	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-light-300.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:29	210360/210360	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-335b8%22	http://solonick.kwst.net/site/fonts/fa-light-300.eot?	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-light-300d41d.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:40	69736/69736	---M--	200	added ('OK')	font/woff2	etag:%225aba875a-11068%22	http://solonick.kwst.net/site/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-regular-400.woff2	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:48	210144/210144	---M--	200	added ('OK')	application/octet-stream	etag:%225aba875a-334e0%22	http://solonick.kwst.net/site/fonts/fa-light-300.ttf	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-light-300.ttf	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:55	90312/90312	---M--	200	added ('OK')	font/woff	etag:%225aba875a-160c8%22	http://solonick.kwst.net/site/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-regular-400.woff	(from http://solonick.kwst.net/site/css/plugins.css)
10:07:59	195192/195192	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-2fa78%22	http://solonick.kwst.net/site/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-regular-400.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:05	715635/715635	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225aba875a-aeb73%22	http://solonick.kwst.net/site/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-regular-400.svg	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:07	195192/195192	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-2fa78%22	http://solonick.kwst.net/site/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-regular-400d41d.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:15	58144/58144	---M--	200	added ('OK')	font/woff2	etag:%225aba875a-e320%22	http://solonick.kwst.net/site/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-solid-900.woff2	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:26	194968/194968	---M--	200	added ('OK')	application/octet-stream	etag:%225aba875a-2f998%22	http://solonick.kwst.net/site/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-regular-400.ttf	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:27	75380/75380	---M--	200	added ('OK')	font/woff	etag:%225aba875a-12674%22	http://solonick.kwst.net/site/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-solid-900.woff	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:31	168344/168344	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-29198%22	http://solonick.kwst.net/site/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-solid-900.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:34	607051/607051	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225aba875a-9434b%22	http://solonick.kwst.net/site/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-solid-900.svg	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:34	2760/2760	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225695b55c-ac8%22	http://solonick.kwst.net/site/fonts/lg.eot?n1z373	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/lgd641.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:35	2760/2760	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225695b55c-ac8%22	http://solonick.kwst.net/site/fonts/lg.eot?	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/lgd41d.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:35	2692/2692	---M--	200	added ('OK')	font/woff	etag:%225695b55c-a84%22	http://solonick.kwst.net/site/fonts/lg.woff?n1z373	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/lgd641.woff	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:35	168344/168344	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225aba875a-29198%22	http://solonick.kwst.net/site/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-solid-900d41d.eot	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:35	2616/2616	---M--	200	added ('OK')	application/octet-stream	etag:%225695b55c-a38%22	http://solonick.kwst.net/site/fonts/lg.ttf?n1z373	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/lgd641.ttf	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:35	4094/4094	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225695b55c-ffe%22	http://solonick.kwst.net/site/fonts/lg.svg?n1z373	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/lgd641.svg	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:36	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:08:36%20GMT	http://solonick.kwst.net/site/img/vimeo-play.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/img/vimeo-play.png	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:36	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:08:36%20GMT	http://solonick.kwst.net/site/img/video-play.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/img/video-play.png	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:36	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:08:36%20GMT	http://solonick.kwst.net/site/img/youtube-play.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/img/youtube-play.png	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:37	2035/2035	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Sep%202024%2007:08:36%20GMT	http://solonick.kwst.net/site/images/loading.gif	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/loading.gif	(from http://solonick.kwst.net/site/css/plugins.css)
10:08:37	935/935	---M--	200	added ('OK')	image/png	etag:%225a981dc0-3a7%22	http://solonick.kwst.net/site/images/pattern.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/pattern.png	(from http://solonick.kwst.net/site/css/style.css)
10:08:37	1896/1896	---M--	200	added ('OK')	image/png	etag:%225a97eefa-768%22	http://solonick.kwst.net/site/images/clouds.png	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/clouds.png	(from http://solonick.kwst.net/site/css/style.css)
10:08:49	168128/168128	---M--	200	added ('OK')	application/octet-stream	etag:%225aba875a-290c0%22	http://solonick.kwst.net/site/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/fonts/fa-solid-900.ttf	(from http://solonick.kwst.net/site/css/plugins.css)
10:09:00	61689/61689	---M--	200	added ('OK')	image/jpeg	etag:%225d2ac468-f0f9%22	http://solonick.kwst.net/site/images/bg/16.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/16.jpg	(from http://solonick.kwst.net/site/index6.html)
10:09:13	218814/218814	---M--	200	added ('OK')	image/jpeg	etag:%225ac8c956-356be%22	http://solonick.kwst.net/site/images/bg/13.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/13.jpg	(from http://solonick.kwst.net/site/index5.html)
10:09:41	388452/388452	---M--	200	added ('OK')	image/jpeg	etag:%225ac8ca3e-5ed64%22	http://solonick.kwst.net/site/images/bg/27.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/27.jpg	(from http://solonick.kwst.net/site/index5.html)
10:10:01	295520/295520	---M--	200	added ('OK')	image/jpeg	etag:%225ac8ca1c-48260%22	http://solonick.kwst.net/site/images/bg/24.jpg	C:/My%20Web%20Sites/denis03/solonick.kwst.net/site/images/bg/24.jpg	(from http://solonick.kwst.net/site/index6.html)
